PointOfInterest, Latitude,Longitude
reservoir,40.64139,-120.51306
reservoir,40.72972,-120.51389
reservoir,41.58611,-120.51417
reservoir,41.45694,-120.515
reservoir,41.79861,-120.5175
reservoir,41.69472,-120.52
reservoir,40.81972,-120.52167
reservoir,40.56167,-120.52556
reservoir,37.94722,-120.52694
reservoir,41.85056,-120.52833
reservoir,35.17028,-120.53278
reservoir,37.67444,-120.53417
reservoir,40.69806,-120.53417
reservoir,38.82833,-120.53611
reservoir,41.90694,-120.53639
reservoir,38.10889,-120.53694
reservoir,41.71778,-120.53889
reservoir,39.42056,-120.54083
reservoir,40.75694,-120.54083
reservoir,41.73556,-120.54194
reservoir,40.78611,-120.54361
reservoir,41.67528,-120.54417
reservoir,41.97472,-120.54889
reservoir,41.11583,-120.54944
reservoir,41.94278,-120.54972
reservoir,38.54806,-120.55472
reservoir,39.50833,-120.55556
reservoir,41.59167,-120.55583
reservoir,41.89389,-120.5575
reservoir,39.30444,-120.55833
reservoir,41.62139,-120.55861
reservoir,38.71528,-120.56167
reservoir,40.35333,-120.56222
reservoir,39.46417,-120.5625
reservoir,41.89194,-120.56306
reservoir,41.80556,-120.56389
reservoir,40.56278,-120.56444
reservoir,41.67083,-120.56667
reservoir,39.32056,-120.5725
reservoir,41.31167,-120.57667
reservoir,40.77694,-120.57694
reservoir,41.84944,-120.57806
reservoir,41.30139,-120.57972
reservoir,39.52278,-120.58111
reservoir,41.78167,-120.58111
reservoir,38.55389,-120.58194
reservoir,38.77028,-120.58472
reservoir,41.69583,-120.585
reservoir,37.61194,-120.59306
reservoir,41.7475,-120.59333
reservoir,40.53389,-120.59361
reservoir,41.8125,-120.59556
reservoir,39.30139,-120.59889
reservoir,39.445,-120.60111
reservoir,38.90333,-120.60333
reservoir,41.67861,-120.60333
reservoir,38.90389,-120.60361
reservoir,37.87639,-120.60389
reservoir,40.18083,-120.60639
reservoir,40.18,-120.60667
reservoir,41.52861,-120.61139
reservoir,40.80444,-120.61194
reservoir,41.86444,-120.61222
reservoir,39.43333,-120.61667
reservoir,39.43056,-120.6175
reservoir,41.84083,-120.61889
reservoir,38.79583,-120.62083
reservoir,39.42833,-120.62167
reservoir,39.42111,-120.6225
reservoir,41.57806,-120.62556
reservoir,39.67111,-120.62639
reservoir,39.67167,-120.62667
reservoir,41.26083,-120.62667
reservoir,41.01417,-120.62972
reservoir,41.07722,-120.63
reservoir,39.6125,-120.63111
reservoir,39.41444,-120.63222
reservoir,40.42222,-120.63306
reservoir,39.65083,-120.63583
reservoir,39.4,-120.63667
reservoir,39.4,-120.63667
reservoir,39.65167,-120.63667
reservoir,41.97278,-120.6375
reservoir,41.54222,-120.64111
reservoir,39.39833,-120.64167
reservoir,39.41167,-120.64167
reservoir,39.32722,-120.64194
reservoir,41.75361,-120.6425
reservoir,41.51667,-120.64333
reservoir,41.38056,-120.64722
reservoir,41.51389,-120.64722
reservoir,37.98306,-120.64833
reservoir,39.655,-120.64833
reservoir,41.36556,-120.64833
reservoir,39.65528,-120.64861
reservoir,39.345,-120.64972
reservoir,39.44833,-120.65
reservoir,41.80528,-120.65111
reservoir,40.37,-120.65139
reservoir,39.44944,-120.65167
reservoir,40.76,-120.65556
reservoir,39.35639,-120.65722
reservoir,40.51583,-120.66028
reservoir,39.46833,-120.66167
reservoir,39.46833,-120.66167
reservoir,39.64667,-120.66167
reservoir,39.645,-120.66333
reservoir,38.34833,-120.66583
reservoir,35.46778,-120.66694
reservoir,40.3625,-120.66889
reservoir,41.2875,-120.67111
reservoir,37.65639,-120.675
reservoir,35.58917,-120.67556
reservoir,38.60806,-120.67694
reservoir,39.70694,-120.67806
reservoir,41.70778,-120.67889
reservoir,39.955,-120.68
reservoir,35.26,-120.68278
reservoir,41.45694,-120.68417
reservoir,35.33639,-120.68611
reservoir,39.28833,-120.68833
reservoir,39.28861,-120.68833
reservoir,41.77667,-120.68917
reservoir,38.71583,-120.69222
reservoir,41.40972,-120.6925
reservoir,41.53889,-120.69278
reservoir,41.26167,-120.69306
reservoir,41.75278,-120.69361
reservoir,41.98472,-120.69361
reservoir,38.75806,-120.69583
reservoir,38.7725,-120.69806
reservoir,41.82444,-120.69944
reservoir,41.82694,-120.70139
reservoir,41.99389,-120.70694
reservoir,38.74111,-120.70778
reservoir,39.76306,-120.71222
reservoir,41.97056,-120.71778
reservoir,40.75417,-120.72139
reservoir,41.95056,-120.72472
reservoir,41.66583,-120.72611
reservoir,38.93806,-120.72889
reservoir,41.73389,-120.73167
reservoir,41.80278,-120.73167
reservoir,38.23667,-120.73556
reservoir,38.58528,-120.73611
reservoir,41.70667,-120.745
reservoir,39.00389,-120.74583
reservoir,41.41111,-120.74583
reservoir,40.76528,-120.74667
reservoir,41.51167,-120.74667
reservoir,39.24944,-120.74806
reservoir,40.91556,-120.74833
reservoir,38.79722,-120.75111
reservoir,41.515,-120.75139
reservoir,39.14278,-120.755
reservoir,41.08333,-120.75833
reservoir,38.02611,-120.75917
reservoir,41.55972,-120.75917
reservoir,41.83889,-120.75944
reservoir,41.72,-120.76056
reservoir,41.77111,-120.76056
reservoir,41.8825,-120.76194
reservoir,41.59806,-120.76333
reservoir,37.81833,-120.76417
reservoir,40.87417,-120.76972
reservoir,41.65861,-120.77222
reservoir,38.92333,-120.77472
reservoir,40.95361,-120.775
reservoir,41.91583,-120.77778
reservoir,41.10306,-120.77917
reservoir,41.37444,-120.78028
reservoir,40.93917,-120.78056
reservoir,41.02111,-120.78111
reservoir,40.83861,-120.7825
reservoir,41.57583,-120.78444
reservoir,38.36806,-120.78611
reservoir,38.38306,-120.78722
reservoir,39.13417,-120.79111
reservoir,41.91667,-120.79361
reservoir,38.18806,-120.79583
reservoir,40.74917,-120.79611
reservoir,36.78333,-120.79639
reservoir,40.78389,-120.79722
reservoir,41.78083,-120.79833
reservoir,40.77222,-120.80167
reservoir,38.40861,-120.805
reservoir,38.08111,-120.80583
reservoir,41.93111,-120.80611
reservoir,40.85944,-120.80639
reservoir,41.87278,-120.80694
reservoir,41.7175,-120.8075
reservoir,39.24667,-120.80833
reservoir,38.77167,-120.81167
reservoir,35.31778,-120.81194
reservoir,38.15083,-120.81194
reservoir,40.93444,-120.81917
reservoir,40.89472,-120.81944
reservoir,41.3925,-120.82083
reservoir,38.70722,-120.82222
reservoir,41.82694,-120.82472
reservoir,40.90556,-120.82528
reservoir,40.91444,-120.82528
reservoir,41.79,-120.82583
reservoir,38.6825,-120.82917
reservoir,36.39806,-120.83417
reservoir,38.75222,-120.83472
reservoir,41.88417,-120.83778
reservoir,41.91861,-120.83778
reservoir,40.72333,-120.83861
reservoir,40.98889,-120.83917
reservoir,41.59083,-120.83917
reservoir,40.89861,-120.83944
reservoir,38.69139,-120.84889
reservoir,38.2575,-120.84917
reservoir,40.94722,-120.85361
reservoir,40.92278,-120.85833
reservoir,40.96417,-120.85944
reservoir,40.89056,-120.85972
reservoir,40.90611,-120.86028
reservoir,41.94778,-120.86167
reservoir,41.54389,-120.86694
reservoir,40.94028,-120.86889
reservoir,40.97444,-120.87139
reservoir,41.66,-120.87139
reservoir,41.42167,-120.87167
reservoir,38.38417,-120.87528
reservoir,41.58139,-120.87639
reservoir,37.86056,-120.8775
reservoir,41.79944,-120.87778
reservoir,39.79333,-120.87861
reservoir,41.62,-120.88111
reservoir,38.3775,-120.88194
reservoir,35.75861,-120.88389
reservoir,35.44778,-120.88444
reservoir,35.79861,-120.88472
reservoir,38.30333,-120.88833
reservoir,39.69167,-120.89167
reservoir,40.88472,-120.89444
reservoir,39.37139,-120.89528
reservoir,40.43972,-120.89722
reservoir,38.62556,-120.9
reservoir,40.74278,-120.9075
reservoir,41.54778,-120.90972
reservoir,41.68722,-120.91028
reservoir,41.97528,-120.91056
reservoir,37.14333,-120.91278
reservoir,40.91111,-120.91444
reservoir,41.77583,-120.915
reservoir,38.72639,-120.92056
reservoir,40.93361,-120.92056
reservoir,39.37,-120.92194
reservoir,40.96806,-120.92222
reservoir,39.27278,-120.92944
reservoir,36.99306,-120.93278
reservoir,37.90639,-120.93278
reservoir,37.90667,-120.93333
reservoir,38.36944,-120.93611
reservoir,38.33,-120.94028
reservoir,41.51861,-120.94056
reservoir,40.45389,-120.94222
reservoir,41.08278,-120.94361
reservoir,40.88944,-120.94556
reservoir,40.94083,-120.94611
reservoir,41.675,-120.95
reservoir,39.13611,-120.95167
reservoir,39.26917,-120.9525
reservoir,41.53667,-120.9525
reservoir,40.89722,-120.95361
reservoir,40.92,-120.95694
reservoir,41.67583,-120.95833
reservoir,37.68194,-120.95917
reservoir,40.11389,-120.96111
reservoir,40.11333,-120.96167
reservoir,41.07611,-120.9625
reservoir,41.61028,-120.96417
reservoir,40.87972,-120.96972
reservoir,40.92,-120.97083
reservoir,41.1275,-120.97083
reservoir,39.23778,-120.97111
reservoir,41.01917,-120.97417
reservoir,41.37917,-120.97528
reservoir,40.93972,-120.97778
reservoir,40.9175,-120.98528
reservoir,40.90944,-120.98583
reservoir,41.67611,-120.98639
reservoir,39.22278,-120.98861
reservoir,38.68278,-120.99111
reservoir,41.10556,-120.9975
reservoir,38.355,-120.99833
reservoir,39.23861,-121.00417
reservoir,41.57778,-121.0075
reservoir,39.22306,-121.00806
reservoir,40.74167,-121.00917
reservoir,40.70361,-121.00972
reservoir,41.03861,-121.01139
reservoir,38.97278,-121.01194
reservoir,39.2375,-121.01611
reservoir,39.98583,-121.01806
reservoir,39.72444,-121.01833
reservoir,38.225,-121.02167
reservoir,39.89056,-121.0225
reservoir,41.59806,-121.0225
reservoir,38.93639,-121.02361
reservoir,40.28389,-121.02361
reservoir,38.96333,-121.02389
reservoir,38.67944,-121.02417
reservoir,40.78222,-121.02472
reservoir,39.30222,-121.02694
reservoir,41.73361,-121.02889
reservoir,38.97194,-121.03556
reservoir,37.08333,-121.04167
reservoir,38.955,-121.04167
reservoir,38.95583,-121.04222
reservoir,41.86306,-121.04778
reservoir,39.61778,-121.04889
reservoir,39.01028,-121.05694
reservoir,38.64,-121.05833
reservoir,39.03833,-121.06167
reservoir,39.23194,-121.06417
reservoir,39.22861,-121.06556
reservoir,40.95056,-121.06694
reservoir,37.48194,-121.06944
reservoir,40.86889,-121.06944
reservoir,41.92722,-121.07694
reservoir,40.66833,-121.07806
reservoir,40.97806,-121.07833
reservoir,37.06806,-121.08056
reservoir,38.91333,-121.0825
reservoir,41.615,-121.08361
reservoir,38.9475,-121.08917
reservoir,40.85444,-121.09139
reservoir,39.23,-121.09222
reservoir,40.92611,-121.10889
reservoir,40.72306,-121.11056
reservoir,41.51,-121.11222
reservoir,39.5825,-121.11444
reservoir,39.35806,-121.11667
reservoir,37.55778,-121.11694
reservoir,40.86361,-121.11861
reservoir,41.50833,-121.125
reservoir,37.12917,-121.12667
reservoir,39.31972,-121.12722
reservoir,41.51167,-121.1275
reservoir,39.95806,-121.13306
reservoir,39.23528,-121.13333
reservoir,40.78667,-121.13417
reservoir,40.98139,-121.13528
reservoir,41.52889,-121.13556
reservoir,39.57528,-121.13583
reservoir,39.20778,-121.13694
reservoir,41.57194,-121.13694
reservoir,41.23083,-121.13722
reservoir,40.81972,-121.13917
reservoir,41.55833,-121.13917
reservoir,39.39222,-121.14056
reservoir,40.115,-121.14111
reservoir,40.96028,-121.1425
reservoir,40.77778,-121.14833
reservoir,41.27,-121.14833
reservoir,41.27028,-121.14833
reservoir,41.47472,-121.1525
reservoir,40.81194,-121.15361
reservoir,38.64528,-121.15389
reservoir,38.7075,-121.155
reservoir,41.54028,-121.15583
reservoir,40.07639,-121.15944
reservoir,39.84111,-121.16028
reservoir,40.25278,-121.16028
reservoir,41.04694,-121.16417
reservoir,38.71444,-121.1675
reservoir,41.79833,-121.17
reservoir,38.71333,-121.17222
reservoir,37.15056,-121.17528
reservoir,38.71444,-121.18111
reservoir,39.84194,-121.18417
reservoir,36.47278,-121.18583
reservoir,39.88667,-121.19028
reservoir,41.22611,-121.19111
reservoir,41.41278,-121.19139
reservoir,38.86806,-121.19639
reservoir,41.28056,-121.20167
reservoir,37.02861,-121.20194
reservoir,39.36,-121.20278
reservoir,37.05278,-121.20361
reservoir,41.12306,-121.20556
reservoir,41.18444,-121.21
reservoir,38.51944,-121.21222
reservoir,37.02611,-121.21306
reservoir,37.66778,-121.21333
reservoir,41.96278,-121.21361
reservoir,40.53083,-121.21639
reservoir,38.63611,-121.21861
reservoir,38.86222,-121.21917
reservoir,39.235,-121.22
reservoir,41.2925,-121.22167
reservoir,39.96861,-121.22222
reservoir,39.90167,-121.22667
reservoir,37.02528,-121.23139
reservoir,38.76889,-121.23278
reservoir,40.68306,-121.23333
reservoir,41.08139,-121.24
reservoir,41.92167,-121.24361
reservoir,38.96694,-121.24528
reservoir,41.11056,-121.24889
reservoir,40.81528,-121.25417
reservoir,38.55583,-121.2575
reservoir,38.555,-121.25833
reservoir,37.14694,-121.26528
reservoir,41.10833,-121.2675
reservoir,40.68028,-121.26889
reservoir,39.24028,-121.26917
reservoir,41.29278,-121.27361
reservoir,36.5125,-121.275
reservoir,40.90361,-121.27528
reservoir,35.9575,-121.27611
reservoir,35.95806,-121.27611
reservoir,36.71944,-121.27944
reservoir,36.08444,-121.28139
reservoir,39.98722,-121.28194
reservoir,39.36833,-121.28278
reservoir,39.19611,-121.28306
reservoir,40.74583,-121.28972
reservoir,37.05056,-121.29056
reservoir,39.89167,-121.29083
reservoir,41.28889,-121.29111
reservoir,41.8725,-121.29278
reservoir,37.77722,-121.29389
reservoir,40.74139,-121.295
reservoir,41.11583,-121.29778
reservoir,40.65444,-121.3
reservoir,36.07111,-121.30222
reservoir,39.54889,-121.30333
reservoir,40.75361,-121.30361
reservoir,39.32306,-121.30861
reservoir,36.95667,-121.31139
reservoir,39.32333,-121.31167
reservoir,40.76389,-121.31389
reservoir,39.05,-121.31556
reservoir,41.10333,-121.31583
reservoir,37.16361,-121.31667
reservoir,41.14306,-121.32333
reservoir,41.12639,-121.33111
reservoir,37.9825,-121.33333
reservoir,37.99083,-121.33556
reservoir,39.10833,-121.33667
reservoir,37.99667,-121.34056
reservoir,41.14472,-121.34806
reservoir,40.76806,-121.35528
reservoir,39.17833,-121.36
reservoir,37.99833,-121.36167
reservoir,38.01028,-121.36583
reservoir,40.76583,-121.36722
reservoir,40.7975,-121.37111
reservoir,40.76167,-121.37639
reservoir,40.80694,-121.37972
reservoir,39.135,-121.38333
reservoir,39.15833,-121.38333
reservoir,40.87667,-121.39333
reservoir,40.87333,-121.39389
reservoir,41.17833,-121.39472
reservoir,40.72083,-121.39639
reservoir,40.85944,-121.39639
reservoir,39.17,-121.39667
reservoir,41.01028,-121.39889
reservoir,40.88167,-121.40028
reservoir,38.72639,-121.40222
reservoir,39.64972,-121.40806
reservoir,41.29139,-121.40917
reservoir,39.50611,-121.41917
reservoir,41.23167,-121.44167
reservoir,39.20889,-121.44389
reservoir,36.81667,-121.44639
reservoir,37.15583,-121.44722
reservoir,40.77139,-121.44944
reservoir,40.07167,-121.455
reservoir,39.51139,-121.4575
reservoir,40.03139,-121.47194
reservoir,39.53722,-121.48222
reservoir,41.33194,-121.48333
reservoir,41.23556,-121.49333
reservoir,39.62417,-121.51083
reservoir,39.52444,-121.51972
reservoir,39.76417,-121.52528
reservoir,39.62556,-121.52556
reservoir,39.63056,-121.53111
reservoir,39.63972,-121.53139
reservoir,39.92306,-121.53139
reservoir,39.62528,-121.53167
reservoir,39.61167,-121.53222
reservoir,39.62722,-121.5325
reservoir,40.99861,-121.53722
reservoir,39.52861,-121.54222
reservoir,37.11861,-121.5475
reservoir,38.64861,-121.55389
reservoir,37.83,-121.55583
reservoir,41.015,-121.55833
reservoir,41.04083,-121.56472
reservoir,39.71333,-121.5725
reservoir,39.81583,-121.58139
reservoir,41.04028,-121.59028
reservoir,37.90861,-121.59583
reservoir,37.77083,-121.59972
reservoir,39.87306,-121.61083
reservoir,37.16556,-121.62833
reservoir,39.51528,-121.62972
reservoir,37.00333,-121.63333
reservoir,40.60306,-121.655
reservoir,41.75611,-121.66861
reservoir,41.02194,-121.67417
reservoir,37.00444,-121.68056
reservoir,37.69833,-121.68167
reservoir,39.47722,-121.68583
reservoir,37.06583,-121.68944
reservoir,37.11583,-121.69194
reservoir,37.34333,-121.71667
reservoir,37.89028,-121.72444
reservoir,40.53806,-121.73139
reservoir,36.96694,-121.73861
reservoir,37.61528,-121.74444
reservoir,38.5375,-121.74694
reservoir,37.39722,-121.75722
reservoir,36.95139,-121.76694
reservoir,40.98806,-121.76778
reservoir,40.98833,-121.76833
reservoir,40.9075,-121.77056
reservoir,36.41194,-121.77139
reservoir,39.0375,-121.78417
reservoir,38.55222,-121.78889
reservoir,37.18306,-121.79083
reservoir,38.01,-121.79417
reservoir,37.97833,-121.805
reservoir,37.97778,-121.80806
reservoir,37.4925,-121.81972
reservoir,37.975,-121.82
reservoir,37.97722,-121.82278
reservoir,37.16472,-121.82722
reservoir,37.57306,-121.84722
reservoir,39.11111,-121.84778
reservoir,37.45444,-121.85944
reservoir,42.00028,-121.86139
reservoir,40.66972,-121.86194
reservoir,37.24583,-121.87083
reservoir,37.19917,-121.87778
reservoir,40.99833,-121.8925
reservoir,40.48694,-121.89611
reservoir,37.12139,-121.90583
reservoir,37.53083,-121.91
reservoir,37.05194,-121.92472
reservoir,37.13194,-121.92972
reservoir,36.59139,-121.94139
reservoir,37.52917,-121.94667
reservoir,37.84444,-121.94944
reservoir,37.54444,-121.96
reservoir,37.58222,-121.96
reservoir,37.24694,-121.96361
reservoir,40.1375,-121.96722
reservoir,37.55889,-121.97389
reservoir,37.21806,-121.97972
reservoir,37.20139,-121.98778
reservoir,40.84833,-121.98917
reservoir,40.92333,-121.99222
reservoir,37.19028,-122.01194
reservoir,37.19,-122.01333
reservoir,37.19,-122.015
reservoir,39.86833,-122.02694
reservoir,37.04611,-122.03194
reservoir,38.02111,-122.04111
reservoir,37.10306,-122.04583
reservoir,36.97583,-122.0475
reservoir,37.21694,-122.0475
reservoir,37.22,-122.05167
reservoir,37.69,-122.05417
reservoir,37.70389,-122.055
reservoir,36.95472,-122.05917
reservoir,41.13111,-122.06944
reservoir,37.10306,-122.07222
reservoir,37.29861,-122.07611
reservoir,37.715,-122.08028
reservoir,37.68611,-122.0825
reservoir,37.895,-122.08778
reservoir,37.4325,-122.09167
reservoir,37.76417,-122.09611
reservoir,38.51361,-122.10278
reservoir,38.01083,-122.105
reservoir,37.92444,-122.1075
reservoir,40.41333,-122.11333
reservoir,37.72972,-122.12056
reservoir,41.81389,-122.12194
reservoir,38.3575,-122.12361
reservoir,38.10306,-122.1375
reservoir,37.88444,-122.13778
reservoir,38.05139,-122.13861
reservoir,38.29833,-122.1425
reservoir,38.0925,-122.14972
reservoir,37.75583,-122.155
reservoir,38.39917,-122.15917
reservoir,38.22,-122.16
reservoir,37.42333,-122.175
reservoir,38.62528,-122.175
reservoir,37.36278,-122.17694
reservoir,37.395,-122.18417
reservoir,37.79472,-122.18611
reservoir,37.89167,-122.18694
reservoir,38.29139,-122.18944
reservoir,38.30806,-122.19167
reservoir,38.45639,-122.19222
reservoir,37.18972,-122.20722
reservoir,37.91389,-122.20722
reservoir,37.82722,-122.21472
reservoir,37.82972,-122.21611
reservoir,37.82222,-122.21667
reservoir,37.79944,-122.22194
reservoir,37.82806,-122.22194
reservoir,38.15333,-122.22361
reservoir,37.4325,-122.225
reservoir,38.07556,-122.22528
reservoir,38.37778,-122.22694
reservoir,38.25944,-122.22833
reservoir,40.66861,-122.22833
reservoir,37.84778,-122.23028
reservoir,40.66361,-122.23528
reservoir,37.40722,-122.23639
reservoir,38.14028,-122.23889
reservoir,38.0475,-122.24083
reservoir,38.09306,-122.24111
reservoir,37.89722,-122.25056
reservoir,38.2775,-122.25306
reservoir,37.46,-122.25833
reservoir,37.46,-122.25833
reservoir,37.88417,-122.26056
reservoir,37.94333,-122.26056
reservoir,37.46778,-122.26194
reservoir,38.30306,-122.26778
reservoir,38.32056,-122.26833
reservoir,37.91278,-122.26861
reservoir,37.90556,-122.27
reservoir,39.31,-122.29
reservoir,37.98389,-122.29167
reservoir,37.99833,-122.29778
reservoir,37.50917,-122.3075
reservoir,37.29,-122.31167
reservoir,38.29361,-122.31306
reservoir,37.97306,-122.32722
reservoir,41.28,-122.32833
reservoir,41.97889,-122.33278
reservoir,39.8175,-122.33667
reservoir,38.32417,-122.3425
reservoir,38.44222,-122.34444
reservoir,38.31778,-122.34667
reservoir,37.50944,-122.35028
reservoir,37.52861,-122.36111
reservoir,37.205,-122.36667
reservoir,41.43694,-122.36972
reservoir,37.21111,-122.37
reservoir,37.21167,-122.37
reservoir,38.48111,-122.37222
reservoir,41.54139,-122.375
reservoir,38.39222,-122.37722
reservoir,37.57056,-122.37861
reservoir,40.59278,-122.3925
reservoir,37.52611,-122.39611
reservoir,37.22333,-122.405
reservoir,41.59917,-122.40833
reservoir,38.64889,-122.40861
reservoir,37.58056,-122.40889
reservoir,40.43889,-122.41111
reservoir,37.72472,-122.41194
reservoir,37.72667,-122.41306
reservoir,41.38111,-122.41722
reservoir,40.71861,-122.41778
reservoir,37.80139,-122.41889
reservoir,37.54917,-122.42111
reservoir,38.55667,-122.425
reservoir,40.57667,-122.43194
reservoir,41.93389,-122.43417
reservoir,38.73472,-122.44111
reservoir,40.61222,-122.44444
reservoir,37.75639,-122.4475
reservoir,41.64306,-122.4475
reservoir,37.74167,-122.45167
reservoir,37.75194,-122.45389
reservoir,37.77056,-122.46028
reservoir,38.58667,-122.46028
reservoir,38.59028,-122.46028
reservoir,40.52861,-122.46111
reservoir,38.58917,-122.46333
reservoir,38.59167,-122.46444
reservoir,38.74,-122.46556
reservoir,41.69028,-122.46806
reservoir,38.59194,-122.46944
reservoir,38.64361,-122.47056
reservoir,38.59611,-122.47139
reservoir,38.59361,-122.4725
reservoir,38.59944,-122.47278
reservoir,40.63,-122.47306
reservoir,38.555,-122.48139
reservoir,41.69028,-122.48139
reservoir,41.5325,-122.48333
reservoir,37.75111,-122.48389
reservoir,38.60611,-122.485
reservoir,37.76694,-122.48833
reservoir,41.53333,-122.49139
reservoir,41.70417,-122.49194
reservoir,41.53056,-122.50333
reservoir,38.75722,-122.505
reservoir,39.3575,-122.51472
reservoir,38.35444,-122.51583
reservoir,38.72556,-122.52306
reservoir,38.34333,-122.52944
reservoir,39.58528,-122.53139
reservoir,39.08,-122.535
reservoir,40.59944,-122.54
reservoir,37.8625,-122.54417
reservoir,37.97917,-122.54639
reservoir,38.08944,-122.55722
reservoir,37.90167,-122.55833
reservoir,38.81,-122.55833
reservoir,38.92333,-122.565
reservoir,37.95583,-122.57417
reservoir,38.29722,-122.57639
reservoir,37.9475,-122.595
reservoir,38.57528,-122.60333
reservoir,37.95583,-122.61
reservoir,39.68972,-122.61167
reservoir,39.69306,-122.61389
reservoir,38.42694,-122.63222
reservoir,41.33333,-122.63333
reservoir,38.57278,-122.63361
reservoir,38.11833,-122.63639
reservoir,37.94028,-122.63694
reservoir,39.6925,-122.64611
reservoir,41.71111,-122.65
reservoir,38.45889,-122.65111
reservoir,38.405,-122.65167
reservoir,38.56944,-122.65306
reservoir,38.45472,-122.66833
reservoir,38.48667,-122.66972
reservoir,40.50083,-122.69556
reservoir,37.99694,-122.70306
reservoir,37.99667,-122.70333
reservoir,38.46639,-122.70472
reservoir,38.36528,-122.70944
reservoir,39.30778,-122.71528
reservoir,38.48667,-122.71833
reservoir,37.975,-122.725
reservoir,37.97667,-122.72667
reservoir,38.07667,-122.75333
reservoir,37.99667,-122.75667
reservoir,40.80111,-122.76222
reservoir,38.15083,-122.78167
reservoir,38.15333,-122.78167
reservoir,40.72639,-122.79139
reservoir,38.94139,-122.88917
reservoir,38.94306,-122.90417
reservoir,39.15528,-122.92889
reservoir,40.65833,-122.93306
reservoir,39.05139,-122.95278
reservoir,39.40722,-122.9575
reservoir,38.22,-122.96
reservoir,38.71806,-123.00833
reservoir,39.38139,-123.10472
reservoir,39.38583,-123.11611
reservoir,40.5625,-123.16528
reservoir,39.2,-123.18167
reservoir,39.2,-123.18333
reservoir,38.62639,-123.18528
reservoir,39.3825,-123.19028
reservoir,38.59389,-123.31167
reservoir,39.32167,-123.34
reservoir,41.57917,-123.35556
reservoir,39.27,-123.36917
reservoir,39.43167,-123.37833
reservoir,39.43333,-123.3825
reservoir,39.445,-123.38861
reservoir,40.36889,-123.43222
reservoir,40.23833,-123.47111
reservoir,41.64389,-123.67778
reservoir,40.06583,-123.79944
reservoir,40.77778,-123.90333
reservoir,40.81972,-123.955
ridge,34.13778,-114.78611
ridge,35.11083,-115.79389
ridge,35.56944,-115.89667
ridge,34.69306,-115.95333
ridge,33.19083,-116.07194
ridge,36.00611,-116.07944
ridge,34.65861,-116.15222
ridge,34.38361,-116.17944
ridge,35.11389,-116.31306
ridge,32.695,-116.32139
ridge,33.14667,-116.32278
ridge,34.33083,-116.39722
ridge,33.45917,-116.40611
ridge,33.17306,-116.41611
ridge,32.96778,-116.48833
ridge,34.61389,-116.5375
ridge,35.08222,-116.55028
ridge,32.93083,-116.56694
ridge,33.68833,-116.57639
ridge,33.17806,-116.58667
ridge,32.92083,-116.58917
ridge,32.90528,-116.59111
ridge,33.14611,-116.61278
ridge,32.78083,-116.64139
ridge,34.21472,-116.67889
ridge,33.74333,-116.685
ridge,33.69639,-116.69583
ridge,33.77722,-116.71056
ridge,33.83111,-116.71417
ridge,33.72528,-116.72
ridge,33.85861,-116.73111
ridge,33.65,-116.73694
ridge,33.72806,-116.73806
ridge,34.77167,-116.77083
ridge,34.23583,-116.77583
ridge,34.10639,-116.78028
ridge,34.29167,-116.805
ridge,34.47556,-116.81139
ridge,34.33833,-116.8125
ridge,33.67222,-116.81389
ridge,33.36333,-116.83528
ridge,33.185,-116.83833
ridge,34.22389,-116.84306
ridge,34.25583,-116.86861
ridge,33.12333,-116.87778
ridge,34.28167,-116.88528
ridge,34.78111,-116.92778
ridge,33.52833,-116.93722
ridge,32.66944,-116.98194
ridge,34.09056,-117.00972
ridge,33.19944,-117.01167
ridge,34.67361,-117.02611
ridge,34.30639,-117.02944
ridge,36.24222,-117.03778
ridge,36.2425,-117.04167
ridge,32.95639,-117.1775
ridge,34.65222,-117.18167
ridge,36.54,-117.20222
ridge,34.25917,-117.23056
ridge,33.16722,-117.25778
ridge,34.55361,-117.28083
ridge,34.53778,-117.28139
ridge,35.76333,-117.29917
ridge,33.20417,-117.34944
ridge,33.63278,-117.37194
ridge,34.29083,-117.38361
ridge,34.30694,-117.40778
ridge,34.23222,-117.45028
ridge,34.21667,-117.45417
ridge,34.30139,-117.55
ridge,34.19417,-117.55472
ridge,34.27028,-117.60417
ridge,34.23889,-117.60667
ridge,34.28333,-117.62111
ridge,34.61694,-117.6275
ridge,33.46778,-117.65333
ridge,36.55694,-117.65556
ridge,34.27194,-117.67611
ridge,34.35444,-117.67944
ridge,34.32556,-117.68694
ridge,34.29222,-117.68889
ridge,34.94306,-117.69139
ridge,33.75083,-117.71972
ridge,34.32611,-117.79083
ridge,34.40583,-117.79333
ridge,34.28806,-117.81639
ridge,33.83833,-117.82167
ridge,34.455,-117.83556
ridge,34.34944,-117.88806
ridge,36.29361,-117.905
ridge,34.38972,-117.90806
ridge,36.15,-117.91083
ridge,34.17444,-117.93889
ridge,34.37556,-117.94694
ridge,34.45278,-117.99083
ridge,34.46694,-118.05889
ridge,34.37528,-118.06833
ridge,37.41861,-118.10861
ridge,35.20361,-118.12944
ridge,36.91222,-118.15361
ridge,36.39194,-118.17139
ridge,36.18611,-118.18556
ridge,34.255,-118.18972
ridge,34.64528,-118.20444
ridge,36.23194,-118.23361
ridge,35.2025,-118.235
ridge,35.45111,-118.25806
ridge,36.29944,-118.25806
ridge,36.07528,-118.27361
